empresa,id_pedido,total_itens,quantidade_itens,numero_pedido,canal,situacao,total_produtos,valor_frete,valor_desconto,outras_despesas,total_pedido,diferenca_produtos_x_itens,diferenca_pedido_x_itens
DECO ELETRO,869634915,21.11,1.0,47119,TikTok Shop,Pronto para envio,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869634921,42.22,2.0,47120,TikTok Shop,Pronto para envio,42.22,21.6,2.7,0.0,61.12,0.0,18.9
DECO ELETRO,869634970,35.82,2.0,47121,TikTok Shop,Pronto para envio,35.82,0.0,0.0,0.0,35.82,0.0,0.0
DECO ELETRO,869634975,45.0,1.0,47122,Shopee,Pronto para envio,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869634982,158.0,1.0,47123,Full - Deco Eletro,Enviado,158.0,0.0,0.0,0.0,158.0,0.0,0.0
DECO ELETRO,869635019,21.11,1.0,47124,TikTok Shop,Pronto para envio,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869635051,22.18,1.0,47125,Full - Deco Eletro,Enviado,22.18,11.99,0.0,0.0,34.17,0.0,11.99
DECO ELETRO,869635154,21.37,1.0,47126,Shopee,Pronto para envio,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869635217,22.18,1.0,47127,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869639288,138.96,2.0,47129,Shopee,Pronto para envio,138.96,0.0,0.0,0.0,138.96,0.0,0.0
DECO ELETRO,869639374,22.18,1.0,47130,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869639387,30.63,1.0,47131,Shopee,Pronto para envio,30.63,0.0,0.0,0.0,30.63,0.0,0.0
DECO ELETRO,869639396,35.82,2.0,47132,TikTok Shop,Pronto para envio,35.82,0.0,1.07,0.0,34.75,0.0,-1.07
DECO ELETRO,869639441,21.11,1.0,47133,TikTok Shop,Pronto para envio,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869639738,22.18,1.0,47135,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869639912,22.5,1.0,47136,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869640175,22.18,1.0,47138,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869640650,15.0,1.0,47140,TikTok Shop,Pronto para envio,15.0,0.0,0.0,0.0,15.0,0.0,0.0
DECO ELETRO,869640702,22.18,1.0,47142,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869640728,22.18,1.0,47143,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869640748,20.9,1.0,47144,Shopee,Pronto para envio,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869640887,22.18,1.0,47145,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869640895,25.65,1.0,47146,ML - Deco Eletro,Aprovado,25.65,8.99,0.0,0.0,34.64,0.0,8.99
DECO ELETRO,869641017,74.61,1.0,47147,TikTok Shop,Pronto para envio,74.61,2.6,0.0,0.0,77.21,0.0,2.6
DECO ELETRO,869641275,22.18,1.0,47148,Full - Deco Eletro,Enviado,22.18,12.99,0.0,0.0,35.17,0.0,12.99
DECO ELETRO,869641280,85.05,5.0,47149,Full - Deco Eletro,Enviado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869641455,85.05,5.0,47150,Full - Deco Eletro,Enviado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869641640,53.8,2.0,47151,ML - Deco Eletro,Aprovado,53.8,0.0,0.0,0.0,53.8,0.0,0.0
DECO ELETRO,869642284,73.75,1.0,47152,Shopee,Aprovado,73.75,0.0,0.0,0.0,73.75,0.0,0.0
DECO ELETRO,869642297,45.0,2.0,47153,Full - Deco Eletro,Enviado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869642350,20.9,1.0,47155,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869642553,85.05,5.0,47156,Full - Deco Eletro,Enviado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869643441,37.6,1.0,47157,ML - Deco Eletro,Aprovado,37.6,0.0,0.0,0.0,37.6,0.0,0.0
DECO ELETRO,869643666,23.98,1.0,47158,Full - Deco Eletro,Enviado,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869644000,694.71,3.0,47159,Magalu,Preparando envio,694.71,22.9,48.63,0.0,668.98,0.0,-25.73
DECO ELETRO,869645222,85.05,5.0,47160,ML - Deco Eletro,Aprovado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869645917,62.0,5.0,47161,Shopee,Aprovado,62.0,0.0,0.0,0.0,62.0,0.0,0.0
DECO ELETRO,869646240,21.37,1.0,47162,Shopee,Aprovado,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869653531,88.72,4.0,47164,Full - Deco Eletro,Enviado,88.72,0.0,0.0,0.0,88.72,0.0,0.0
DECO ELETRO,869653619,47.96,2.0,47165,Full - Deco Eletro,Enviado,47.96,0.0,0.0,0.0,47.96,0.0,0.0
DECO ELETRO,869653679,85.05,5.0,47166,Full - Deco Eletro,Enviado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869653778,23.98,1.0,47167,Full - Deco Eletro,Enviado,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869653796,119.9,5.0,47168,Full - Deco Eletro,Enviado,119.9,0.0,0.0,0.0,119.9,0.0,0.0
DECO ELETRO,869653797,23.98,1.0,47169,Full - Deco Eletro,Enviado,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869653862,71.94,3.0,47170,Full - Deco Eletro,Enviado,71.94,0.0,0.0,0.0,71.94,0.0,0.0
DECO ELETRO,869654011,23.9,1.0,47172,Full - Deco Eletro,Enviado,23.9,0.0,0.0,0.0,23.9,0.0,0.0
DECO ELETRO,869654123,22.5,1.0,47173,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869654578,116.86,2.0,47174,Magalu,Preparando envio,116.86,0.0,8.18,0.0,108.68,0.0,-8.18
DECO ELETRO,869654691,227.8,2.0,47175,ML - Deco Eletro,Faturado,227.8,0.0,0.0,0.0,227.8,0.0,0.0
DECO ELETRO,869655283,22.5,1.0,47176,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869655324,98.15,5.0,47177,ML - Deco Eletro,Aprovado,98.15,0.0,0.0,0.0,98.15,0.0,0.0
DECO ELETRO,869655801,212.0,4.0,47178,Shopee,Aprovado,212.0,0.0,2.12,0.0,209.88,0.0,-2.12
DECO ELETRO,869656505,15.0,1.0,47180,TikTok Shop,Aprovado,15.0,0.0,0.0,0.0,15.0,0.0,0.0
DECO ELETRO,869656586,204.78,6.0,47182,ML - Deco Eletro,Aprovado,204.78,0.0,0.0,0.0,204.78,0.0,0.0
DECO ELETRO,869656603,22.5,1.0,47183,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869656752,45.0,2.0,47185,Full - Deco Eletro,Enviado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869656827,15.0,1.0,47186,TikTok Shop,Aprovado,15.0,3.2,0.0,1.49,18.2,0.0,3.2
DECO ELETRO,869656895,21.11,1.0,47187,TikTok Shop,Aprovado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869656915,45.0,2.0,47188,Full - Deco Eletro,Enviado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869656949,87.81,1.0,47189,Shopee,Aprovado,87.81,1.16,4.39,0.0,84.58,0.0,-3.23
DECO ELETRO,869656961,41.11,1.0,47190,TikTok Shop,Aprovado,41.11,9.6,0.0,0.0,50.71,0.0,9.6
DECO ELETRO,869656988,101.74,1.0,47191,ML - Deco Eletro,Aprovado,101.74,0.0,0.0,0.0,101.74,0.0,0.0
DECO ELETRO,869657044,44.36,2.0,47192,Full - Deco Eletro,Enviado,44.36,14.99,0.0,0.0,59.35,0.0,14.99
DECO ELETRO,869657066,73.95,1.0,47193,ML - Deco Eletro,Aprovado,73.95,0.0,0.0,0.0,73.95,0.0,0.0
DECO ELETRO,869657363,115.19,2.0,47195,Shopee,Aprovado,115.19,8.45,4.39,0.0,119.25,0.0,4.06
DECO ELETRO,869657469,26.0,1.0,47196,ML - Deco Eletro,Aprovado,26.0,0.0,0.0,0.0,26.0,0.0,0.0
DECO ELETRO,869657480,22.41,1.0,47197,Shopee,Aprovado,22.41,0.0,0.0,0.0,22.41,0.0,0.0
DECO ELETRO,869657553,15.0,1.0,47198,TikTok Shop,Faturado,15.0,2.0,0.0,0.0,17.0,0.0,2.0
DECO ELETRO,869657600,533.41,1.0,47199,ML - Deco Eletro,Aprovado,533.41,0.0,0.0,0.0,533.41,0.0,0.0
DECO ELETRO,869658300,64.11,3.0,47201,Shopee,Aprovado,64.11,0.0,0.0,0.0,64.11,0.0,0.0
DECO ELETRO,869658377,37.5,2.0,47202,TikTok Shop,Aprovado,37.5,0.0,0.0,0.0,37.5,0.0,0.0
DECO ELETRO,869658594,37.9,2.0,47203,ML - Deco Eletro,Aprovado,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869658610,22.18,1.0,47204,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869658766,45.0,2.0,47205,Full - Deco Eletro,Enviado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869658919,22.5,1.0,47206,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869658951,73.75,1.0,47207,Shopee,Aprovado,73.75,0.0,0.0,0.0,73.75,0.0,0.0
DECO ELETRO,869659234,35.82,2.0,47208,TikTok Shop,Aprovado,35.82,1.0,0.0,0.0,36.82,0.0,1.0
DECO ELETRO,869659291,72.63,1.0,47209,Full - Deco Eletro,Enviado,72.63,0.0,0.0,0.0,72.63,0.0,0.0
DECO ELETRO,869659442,49.7,1.0,47210,Full - Deco Eletro,Enviado,49.7,9.99,0.0,0.0,59.69,0.0,9.99
DECO ELETRO,869659487,23.98,1.0,47211,Full - Deco Eletro,Enviado,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869659493,47.96,2.0,47212,Full - Deco Eletro,Enviado,47.96,0.0,0.0,0.0,47.96,0.0,0.0
DECO ELETRO,869659505,23.98,1.0,47213,Full - Deco Eletro,Enviado,23.98,0.0,0.0,0.0,23.98,0.0,0.0
DECO ELETRO,869659706,49.7,1.0,47215,Full - Deco Eletro,Enviado,49.7,0.0,0.0,0.0,49.7,0.0,0.0
DECO ELETRO,869659755,21.11,1.0,47216,TikTok Shop,Faturado,21.11,9.2,1.06,0.0,29.25,0.0,8.14
DECO ELETRO,869659894,22.5,1.0,47217,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869659956,174.0,10.0,47218,ML - Deco Eletro,Aprovado,174.0,0.0,0.0,0.0,174.0,0.0,0.0
DECO ELETRO,869659974,25.59,1.0,47219,Shopee,Aprovado,25.59,0.0,0.0,0.0,25.59,0.0,0.0
DECO ELETRO,869659986,158.0,1.0,47220,Full - Deco Eletro,Enviado,158.0,0.0,0.0,0.0,158.0,0.0,0.0
DECO ELETRO,869660002,90.0,4.0,47221,Full - Deco Eletro,Enviado,90.0,0.0,0.0,0.0,90.0,0.0,0.0
DECO ELETRO,869660166,22.18,1.0,47222,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869660220,22.18,1.0,47224,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869660230,172.31,1.0,47225,ML - Deco Eletro,Aprovado,172.31,0.0,0.0,0.0,172.31,0.0,0.0
DECO ELETRO,869660235,165.81,1.0,47226,ML - Deco Eletro,Aprovado,165.81,0.0,0.0,0.0,165.81,0.0,0.0
DECO ELETRO,869660293,167.96,1.0,47227,Full - Deco Eletro,Enviado,167.96,0.0,0.0,0.0,167.96,0.0,0.0
DECO ELETRO,869660318,22.5,1.0,47228,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869660632,21.11,1.0,47229,TikTok Shop,Aprovado,21.11,6.9,0.0,0.0,28.01,0.0,6.9
DECO ELETRO,869660664,106.02,2.0,47230,Magalu,Preparando envio,106.02,0.0,0.0,0.0,106.02,0.0,0.0
DECO ELETRO,869660802,225.0,10.0,47231,Full - Deco Eletro,Enviado,225.0,0.0,0.0,0.0,225.0,0.0,0.0
DECO ELETRO,869660825,85.05,5.0,47232,Full - Deco Eletro,Enviado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869660921,22.18,1.0,47233,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869660927,85.05,5.0,47234,ML - Deco Eletro,Aprovado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869661128,22.5,1.0,47235,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869661687,64.11,3.0,47236,Shopee,Aprovado,64.11,1.44,3.86,0.0,61.69,0.0,-2.42
DECO ELETRO,869661783,22.5,1.0,47237,Full - Deco Eletro,Enviado,22.5,18.99,0.0,0.0,41.49,0.0,18.99
DECO ELETRO,869661863,37.06,2.0,47238,Shopee,Aprovado,37.06,0.0,0.0,0.0,37.06,0.0,0.0
DECO ELETRO,869661887,22.18,1.0,47239,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869661924,20.9,1.0,47240,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869662031,67.5,3.0,47241,Full - Deco Eletro,Enviado,67.5,8.99,0.0,0.0,76.49,0.0,8.99
DECO ELETRO,869662115,22.18,1.0,47242,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869662118,410.0,10.0,47243,ML - Deco Eletro,Aprovado,410.0,0.0,0.0,0.0,410.0,0.0,0.0
DECO ELETRO,869662149,22.18,1.0,47244,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869662267,42.74,2.0,47245,Shopee,Aprovado,42.74,2.65,0.0,0.0,45.39,0.0,2.65
DECO ELETRO,869662336,22.5,1.0,47246,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869662625,41.0,2.0,47247,Full - Deco Eletro,Enviado,41.0,0.0,0.0,0.0,41.0,0.0,0.0
DECO ELETRO,869662897,20.9,1.0,47250,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869663541,101.74,1.0,47251,ML - Deco Eletro,Aprovado,101.74,0.0,0.0,0.0,101.74,0.0,0.0
DECO ELETRO,869663840,20.9,1.0,47252,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869664039,21.11,1.0,47253,TikTok Shop,Aprovado,21.11,7.2,0.0,0.0,28.31,0.0,7.2
DECO ELETRO,869664169,45.0,1.0,47254,Shopee,Aprovado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869664208,79.8,1.0,47255,Shopee,Aprovado,79.8,0.0,0.0,0.0,79.8,0.0,0.0
DECO ELETRO,869664263,209.52,1.0,47256,ML - Deco Eletro,Aprovado,209.52,0.0,0.0,0.0,209.52,0.0,0.0
DECO ELETRO,869664309,35.82,2.0,47258,TikTok Shop,Aprovado,35.82,8.1,3.22,0.0,40.7,0.0,4.88
DECO ELETRO,869664323,66.54,3.0,47259,Full - Deco Eletro,Enviado,66.54,0.0,0.0,0.0,66.54,0.0,0.0
DECO ELETRO,869664424,51.66,3.0,47260,TikTok Shop,Faturado,51.66,0.8,0.0,0.0,52.46,0.0,0.8
DECO ELETRO,869664425,21.11,1.0,47261,TikTok Shop,Faturado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869664534,35.82,2.0,47262,TikTok Shop,Aprovado,35.82,0.0,0.0,0.0,35.82,0.0,0.0
DECO ELETRO,869665027,21.11,1.0,47263,TikTok Shop,Faturado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869665159,22.5,1.0,47264,Full - Deco Eletro,Enviado,22.5,6.99,0.0,0.0,29.49,0.0,6.99
DECO ELETRO,869665170,21.11,1.0,47265,TikTok Shop,Aprovado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869665180,22.5,1.0,47266,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869665279,22.5,1.0,47267,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869665385,62.0,5.0,47268,Shopee,Aprovado,62.0,12.04,0.0,0.0,74.04,0.0,12.04
DECO ELETRO,869665423,49.7,1.0,47269,Full - Deco Eletro,Enviado,49.7,7.99,0.0,0.0,57.69,0.0,7.99
DECO ELETRO,869665462,20.9,1.0,47270,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869665530,58.0,1.0,47271,ML - Deco Eletro,Aprovado,58.0,0.0,0.0,0.0,58.0,0.0,0.0
DECO ELETRO,869665628,20.9,1.0,47272,Shopee,Aprovado,20.9,7.18,0.0,0.0,28.08,0.0,7.18
DECO ELETRO,869665703,21.11,1.0,47273,TikTok Shop,Aprovado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869665750,44.36,2.0,47274,Full - Deco Eletro,Enviado,44.36,8.99,0.0,0.0,53.35,0.0,8.99
DECO ELETRO,869665930,44.36,2.0,47276,Full - Deco Eletro,Enviado,44.36,9.99,0.0,0.0,54.35,0.0,9.99
DECO ELETRO,869665942,17.22,1.0,47277,TikTok Shop,Aprovado,17.22,0.6,0.0,0.0,17.82,0.0,0.6
DECO ELETRO,869666014,255.51,2.0,47278,ML - Deco Eletro,Aprovado,255.51,0.0,0.0,0.0,255.51,0.0,0.0
DECO ELETRO,869666055,21.37,1.0,47279,Shopee,Aprovado,21.37,0.0,0.0,0.0,21.37,0.0,0.0
DECO ELETRO,869666242,22.5,1.0,47281,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869666246,42.22,2.0,47282,TikTok Shop,Aprovado,42.22,2.0,1.27,0.0,42.95,0.0,0.73
DECO ELETRO,869666253,45.0,1.0,47283,Shopee,Aprovado,45.0,4.2,0.0,0.0,49.2,0.0,4.2
DECO ELETRO,869666290,41.0,2.0,47284,Full - Deco Eletro,Enviado,41.0,0.0,0.0,0.0,41.0,0.0,0.0
DECO ELETRO,869666512,35.82,2.0,47287,TikTok Shop,Faturado,35.82,16.9,0.0,0.0,52.72,0.0,16.9
DECO ELETRO,869666526,21.11,1.0,47288,TikTok Shop,Faturado,21.11,2.0,1.31,0.0,21.8,0.0,0.69
DECO ELETRO,869666799,182.0,3.0,47290,Shopee,Aprovado,182.0,0.0,0.0,0.0,182.0,0.0,0.0
DECO ELETRO,869666915,60.9,1.0,47291,Shopee,Aprovado,60.9,0.0,0.0,0.0,60.9,0.0,0.0
DECO ELETRO,869666954,73.95,1.0,47292,ML - Deco Eletro,Aprovado,73.95,0.0,0.0,0.0,73.95,0.0,0.0
DECO ELETRO,869667091,79.8,1.0,47293,Shopee,Aprovado,79.8,0.0,0.0,0.0,79.8,0.0,0.0
DECO ELETRO,869667108,22.18,1.0,47294,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869667380,85.05,5.0,47295,ML - Deco Eletro,Aprovado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869667655,20.9,1.0,47297,Shopee,Aprovado,20.9,0.0,0.0,0.0,20.9,0.0,0.0
DECO ELETRO,869667933,22.18,1.0,47300,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869668142,45.0,1.0,47302,Shopee,Aprovado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
DECO ELETRO,869668186,20.9,1.0,47303,Shopee,Aprovado,20.9,7.18,0.0,0.0,28.08,0.0,7.18
DECO ELETRO,869668217,45.0,1.0,47304,Shopee,Aprovado,45.0,7.18,0.0,0.0,52.18,0.0,7.18
DECO ELETRO,869668265,42.52,2.0,47305,ML - Deco Eletro,Aprovado,42.52,0.0,0.0,0.0,42.52,0.0,0.0
DECO ELETRO,869668502,105.9,1.0,47308,TikTok Shop,Aprovado,105.9,0.0,5.0,0.0,100.9,0.0,-5.0
DECO ELETRO,869668539,22.18,1.0,47309,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869668931,37.9,2.0,47310,ML - Deco Eletro,Aprovado,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869669011,21.11,1.0,47311,TikTok Shop,Aprovado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869669095,57.19,1.0,47312,ML - Deco Eletro,Aprovado,57.19,0.0,0.0,0.0,57.19,0.0,0.0
DECO ELETRO,869669482,17.22,1.0,47313,TikTok Shop,Aprovado,17.22,0.0,0.0,0.0,17.22,0.0,0.0
DECO ELETRO,869669599,22.5,1.0,47315,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869670438,21.11,1.0,47317,TikTok Shop,Faturado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869670518,22.0,1.0,47318,Shopee,Preparando envio,22.0,0.0,0.0,0.0,22.0,0.0,0.0
DECO ELETRO,869670634,22.5,1.0,47319,Shopee,Preparando envio,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869671977,101.74,1.0,47320,ML - Deco Eletro,Aprovado,101.74,0.0,0.0,0.0,101.74,0.0,0.0
DECO ELETRO,869672106,49.7,1.0,47321,Full - Deco Eletro,Enviado,49.7,12.99,0.0,0.0,62.69,0.0,12.99
DECO ELETRO,869672176,85.04,4.0,47322,ML - Deco Eletro,Aprovado,85.04,0.0,0.0,0.0,85.04,0.0,0.0
DECO ELETRO,869672405,133.08,6.0,47324,Full - Deco Eletro,Enviado,133.08,0.0,0.0,0.0,133.08,0.0,0.0
DECO ELETRO,869672414,67.5,3.0,47325,Full - Deco Eletro,Enviado,67.5,0.0,0.0,0.0,67.5,0.0,0.0
DECO ELETRO,869672604,22.18,1.0,47326,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869673204,79.8,1.0,47327,Shopee,Pronto para envio,79.8,10.83,0.0,0.0,90.63,0.0,10.83
DECO ELETRO,869673213,67.37,1.0,47328,ML - Deco Eletro,Aprovado,67.37,0.0,0.0,0.0,67.37,0.0,0.0
DECO ELETRO,869673549,85.05,5.0,47329,ML - Deco Eletro,Aprovado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869673698,22.18,1.0,47330,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869673808,245.0,3.0,47331,ML - Deco Eletro,Aprovado,245.0,0.0,0.0,0.0,245.0,0.0,0.0
DECO ELETRO,869673820,74.58,1.0,47332,Full - Deco Eletro,Enviado,74.58,2.99,0.0,0.0,77.57,0.0,2.99
DECO ELETRO,869673924,201.25,3.0,47333,Shopee,Pronto para envio,201.25,0.0,10.06,0.0,191.19,0.0,-10.06
DECO ELETRO,869674073,87.81,1.0,47334,Shopee,Pronto para envio,87.81,25.07,4.39,0.0,108.49,0.0,20.68
DECO ELETRO,869674698,141.21,4.0,47336,ML - Deco Eletro,Aprovado,141.21,0.0,0.0,0.0,141.21,0.0,0.0
DECO ELETRO,869674859,170.65,5.0,47337,ML - Deco Eletro,Aprovado,170.65,0.0,0.0,0.0,170.65,0.0,0.0
DECO ELETRO,869674899,29.92,2.0,47338,ML - Deco Eletro,Aprovado,29.92,11.99,0.0,0.0,41.91,0.0,11.99
DECO ELETRO,869675019,21.11,1.0,47339,TikTok Shop,Aprovado,21.11,6.9,0.0,0.0,28.01,0.0,6.9
DECO ELETRO,869675034,113.9,1.0,47340,Shopee,Aprovado,113.9,0.0,13.67,0.0,100.23,0.0,-13.67
DECO ELETRO,869675047,37.5,2.0,47341,TikTok Shop,Aprovado,37.5,0.8,0.0,0.0,38.3,0.0,0.8
DECO ELETRO,869675925,359.8,2.0,47343,Magalu,Preparando envio,359.8,16.9,33.54,0.0,343.16,0.0,-16.64
DECO ELETRO,869676047,44.36,2.0,47344,Full - Deco Eletro,Enviado,44.36,0.0,0.0,0.0,44.36,0.0,0.0
DECO ELETRO,869676066,37.9,2.0,47345,ML - Deco Eletro,Aprovado,37.9,0.0,0.0,0.0,37.9,0.0,0.0
DECO ELETRO,869676074,22.5,1.0,47346,Shopee,Aprovado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869677130,22.18,1.0,47350,Full - Deco Eletro,Enviado,22.18,12.99,0.0,0.0,35.17,0.0,12.99
DECO ELETRO,869677639,55.52,2.0,47351,ML - Deco Eletro,Faturado,55.52,0.0,0.0,0.0,55.52,0.0,0.0
DECO ELETRO,869677953,39.02,2.0,47352,Shopee,Aprovado,39.02,8.39,0.0,0.0,47.41,0.0,8.39
DECO ELETRO,869677955,85.05,5.0,47353,ML - Deco Eletro,Aprovado,85.05,0.0,0.0,0.0,85.05,0.0,0.0
DECO ELETRO,869677994,123.0,1.0,47354,ML - Deco Eletro,Aprovado,123.0,0.0,0.0,0.0,123.0,0.0,0.0
DECO ELETRO,869678248,21.11,1.0,47355,TikTok Shop,Aprovado,21.11,1.0,0.0,0.0,22.11,0.0,1.0
DECO ELETRO,869678255,22.18,1.0,47356,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869678331,21.11,1.0,47357,TikTok Shop,Aprovado,21.11,3.2,0.0,0.0,24.31,0.0,3.2
DECO ELETRO,869678847,10.23,1.0,47358,TikTok Shop,Aprovado,10.23,0.0,0.0,0.0,10.23,0.0,0.0
DECO ELETRO,869678914,22.5,1.0,47359,Full - Deco Eletro,Enviado,22.5,0.0,0.0,0.0,22.5,0.0,0.0
DECO ELETRO,869679085,22.5,1.0,47360,Full - Deco Eletro,Enviado,22.5,7.99,0.0,0.0,30.49,0.0,7.99
DECO ELETRO,869679630,21.11,1.0,47361,TikTok Shop,Faturado,21.11,0.0,0.0,0.0,21.11,0.0,0.0
DECO ELETRO,869682968,22.18,1.0,47362,Full - Deco Eletro,Enviado,22.18,0.0,0.0,0.0,22.18,0.0,0.0
DECO ELETRO,869684409,138.0,2.0,47363,ML - Deco Eletro,Aprovado,138.0,0.0,0.0,0.0,138.0,0.0,0.0
