empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos,percentual,percentual_acumulado,classe_abc,assessor
OBA OBA,34902,"Lixeira Red. PLÁSTICA COM PEDAL SANREMO 13,5L",1.0,39.9,1,0.0006181300805954,0.6649917768559711,A,CHRIS
OBA OBA,3559/3565,Redutor de assento sanitário para crianças Pais e Filhos,1.0,39.9,1,0.0006181300805954,0.6656099069365666,A,CHRIS
OBA OBA,37159,caderno 160 folhas 10 materias,1.0,39.9,1,0.0006181300805954,0.6662280370171622,A,CHRIS
OBA OBA,3990,"Borracha Panela De Pressao Tramontina 4,5 AZUL",1.0,39.9,1,0.0006181300805954,0.6668461670977577,A,CHRIS
OBA OBA,40116,REGISTRADOR PREMIUM,1.0,39.9,1,0.0006181300805954,0.6674642971783532,A,CHRIS
OBA OBA,43040,CHINELO INFANTIL PLUSH,1.0,39.9,1,0.0006181300805954,0.6680824272589487,A,CHRIS
OBA OBA,43049,PANTUFA ADULTO,1.0,39.9,1,0.0006181300805954,0.6687005573395443,A,CHRIS
OBA OBA,43743,CESTO TELADO 60 LT ARQPLAST,1.0,39.9,1,0.0006181300805954,0.6693186874201398,A,CHRIS
OBA OBA,43753,Bacia Canelada – 40 Litros Arqplast,1.0,39.9,1,0.0006181300805954,0.6699368175007353,A,CHRIS
OBA OBA,44178,Pipoqueira Alumínio 2L Nicopan N20 ,1.0,39.9,1,0.0006181300805954,0.6705549475813308,A,CHRIS
OBA OBA,45637,CHINELO,1.0,39.9,1,0.0006181300805954,0.6711730776619264,A,CHRIS
OBA OBA,47852,TOALHA BANHO VILAGE,1.0,39.9,1,0.0006181300805954,0.6717912077425219,A,CHRIS
OBA OBA,49197,FILTRO DE LINHA  5 ENTRADA  2 METROS,1.0,39.9,1,0.0006181300805954,0.6724093378231174,A,CHRIS
OBA OBA,49752,BALEIRO MARACANA 16x17 cm,1.0,39.9,1,0.0006181300805954,0.6730274679037129,A,CHRIS
OBA OBA,50642,Calculadora Vighs V-1048-12 12 Digitos com Pilha,1.0,39.9,1,0.0006181300805954,0.6736455979843085,A,CHRIS
OBA OBA,78974766602075,JOGO DE XICARAS CASITA 4 PECAS 90ML CA18021,1.0,39.9,1,0.0006181300805954,0.674263728064904,A,CHRIS
OBA OBA,78974766602428,Borracha Panela De Pressão Rochedo Elegance 6 Lts Silicone - Guamantec,1.0,39.9,1,0.0006181300805954,0.6748818581454995,A,CHRIS
OBA OBA,78974766603031,Conjunto Assador 3 Facas Preto - MOR,1.0,39.9,1,0.0006181300805954,0.675499988226095,A,CHRIS
OBA OBA,78974766603255,Raquete Elétrica Mata Mosquito Recarregável,1.0,39.9,1,0.0006181300805954,0.6761181183066906,A,CHRIS
OBA OBA,78974766603377,Cuscuzeiro Craqueado N°16 LAREDU,1.0,39.9,1,0.0006181300805954,0.6767362483872861,A,CHRIS
OBA OBA,24662,Bloco Para Desenho Canson Cor Branco 140 G A4 20 Folhas,2.0,39.8,2,0.0006165808823985,0.6773528292696845,A,CHRIS
OBA OBA,50371,TAMPA VIDRO N22,2.0,39.8,2,0.0006165808823985,0.677969410152083,A,CHRIS
OBA OBA,78974766602823,"Prato Fundo 21,5 Cm Donna Grano Azul Biona Oxford",2.0,39.8,1,0.0006165808823985,0.6785859910344815,A,CHRIS
OBA OBA,78974766603044,BOLSA MARMITA TERMICA  FENIMA,2.0,39.8,2,0.0006165808823985,0.6792025719168799,A,CHRIS
OBA OBA,78974766603066,MOEDOR DE PLASTICO E VIDRO FENIMA,2.0,39.8,2,0.0006165808823985,0.6798191527992784,A,CHRIS
OBA OBA,78974766603245,FORMA DE SILICONE  PARA AIR FRYER  VEMAX COR SORTIDA,2.0,39.8,1,0.0006165808823985,0.6804357336816769,A,CHRIS
OBA OBA,78974766603981,pulverizador de óleo azeite e vinagre 200 ml fenima  - Preto,2.0,39.8,2,0.0006165808823985,0.6810523145640753,A,CHRIS
OBA OBA,78974766604089,Escova Sanitária Cabo Inox /Rattan c/Suporte 51cm CATUAI,2.0,39.8,2,0.0006165808823985,0.6816688954464738,A,CHRIS
OBA OBA,11949,Desentupidor de Pia Sanfonado Dsr Un.,4.0,39.6,4,0.0006134824860045,0.6822823779324784,A,CHRIS
OBA OBA,37932,SACO ALVEJADO PARA LIMPEZA PE DE GALINHA,4.0,39.6,1,0.0006134824860045,0.6828958604184829,A,CHRIS
OBA OBA,8087,Capa de Almofada Vintage Cores Sortidas 45x45 cm Adomes,4.0,39.6,3,0.0006134824860045,0.6835093429044875,A,CHRIS
OBA OBA,17756,ISQUEIRO BIC MAXI ,5.0,39.5,5,0.0006119332878075,0.684121276192295,A,CHRIS
OBA OBA,78974766602872,PUXADOR ITAPEMA 128 ALUF  5572,5.0,39.5,2,0.0006119332878075,0.6847332094801025,A,CHRIS
OBA OBA,78974766604366,CABIDE POP INFANTIL KIT COM 5 LILAS PLASTIBRASIL,5.0,39.5,2,0.0006119332878075,0.68534514276791,A,CHRIS
OBA OBA,33810,XICARA CAFE AMERICANO 90ML NADIR,3.0,39.33,2,0.0006092996508726,0.6859544424187827,A,CHRIS
OBA OBA,16981,BALA DORI GOMA TUBO FRUTAS 32g,39.0,39.0,27,0.0006041872968226,0.6865586297156053,A,CHRIS
OBA OBA,30973,TALAO PEDIDO 1/32 1VIA TILIBRA,10.0,39.0,4,0.0006041872968226,0.687162817012428,A,CHRIS
OBA OBA,78974766602997,"Forma Mini Pudim/Torta Suíça Alumínio 10x4,5x8",6.0,39.0,1,0.0006041872968226,0.6877670043092506,A,CHRIS
OBA OBA,25504,PENEIRA DE FRITURA CATUAI,3.0,38.7,3,0.0005995397022317,0.6883665440114823,A,CHRIS
OBA OBA,40357,VASSOURA PLURI C/CABO,3.0,38.7,3,0.0005995397022317,0.688966083713714,A,CHRIS
OBA OBA,45085,Papel A4 Criativo 8 Cores (85g/m²) 45 Folhas – Usapel,3.0,38.7,2,0.0005995397022317,0.6895656234159457,A,CHRIS
OBA OBA,50299,ENERGETICO MONSTER,3.0,38.7,3,0.0005995397022317,0.6901651631181774,A,CHRIS
OBA OBA,50354,ALCOOL SOL 1LT 70%,3.0,38.7,3,0.0005995397022317,0.6907647028204091,A,CHRIS
OBA OBA,50724,Kit 4 Paleta Book Mista (Pele E Sombra) - Panda Safira,1.0,38.7,1,0.0005995397022317,0.6913642425226408,A,CHRIS
OBA OBA,78974766603561,DIFUSOR DE AROMAS ALL SAY C/ CAIXA 250 ML BABY,3.0,38.7,2,0.0005995397022317,0.6919637822248725,A,CHRIS
OBA OBA,78974766603676,LAPIS DE COR TRIANGULAR ESTAMPADO FINI 12 CORES - LEONORA,3.0,38.7,3,0.0005995397022317,0.6925633219271042,A,CHRIS
OBA OBA,78974766604015,"Plastico termovip light 1,40 Margaridas e coracao azul 6288B",2.4,38.16,1,0.000591174031968,0.6931544959590723,A,CHRIS
OBA OBA,15414,FORMA P/PAO GRANDE FORTALEZA,1.0,37.9,1,0.0005871461166558,0.6937416420757282,A,CHRIS
OBA OBA,46634,CUSCUZEIRA LUXO N14,1.0,37.9,1,0.0005871461166558,0.6943287881923841,A,CHRIS
OBA OBA,48306,Lápis De Cor 20 Cores + 4 Bicolor Sextavado Faber Castell,1.0,37.9,1,0.0005871461166558,0.69491593430904,A,CHRIS
OBA OBA,46205,AVENTAL AÇOUGUEIRO MEDIO RODOS DOURADOS ,2.0,37.8,2,0.0005855969184588,0.6955015312274988,A,CHRIS
OBA OBA,48822,TOALHA P/ PES 46X70,2.0,37.8,1,0.0005855969184588,0.6960871281459576,A,CHRIS
OBA OBA,49671,ENCHIMENTO 45CM X 48CM FIBRA SILICONIZADA,2.0,37.8,1,0.0005855969184588,0.6966727250644165,A,CHRIS
OBA OBA,50825,TORNEIRA DE JARDIM LONGA CRYSTALINA,2.0,37.8,2,0.0005855969184588,0.6972583219828753,A,CHRIS
OBA OBA,78974766603128,ARRANJO DE FLORES ARTIFICIAIS N0205,2.0,37.8,2,0.0005855969184588,0.6978439189013341,A,CHRIS
OBA OBA,923,Enchimento para almofada 48X48cm fibra siliconizada - Adomes,2.0,37.8,1,0.0005855969184588,0.698429515819793,A,CHRIS
OBA OBA,78974766602431,Abraçadeira Aço Carbono  Mangueira Gás e Jardim,13.0,37.7,8,0.0005840477202619,0.6990135635400548,A,CHRIS
OBA OBA,07312,Massinha de Modelar 12 Cores Soft Acrilex,5.0,37.5,5,0.0005809493238679,0.6995945128639228,A,CHRIS
OBA OBA,6106,Caderno Univ. 20 Matérias Pepper 320 Folhas Feminino – Tilibra,1.0,36.9,1,0.000571654134686,0.7001661669986089,A,CHRIS
OBA OBA,7868,Mantimentos da Princesa - ZUCA TOYS,1.0,36.9,1,0.000571654134686,0.700737821133295,A,CHRIS
OBA OBA,78974766602943,Hélice Ventilador Britânia Protect 30cm Six Cinza,1.0,36.9,1,0.000571654134686,0.701309475267981,A,CHRIS
OBA OBA,78974766603382,BULE N14 PRETO CRAQUEADO LAREDU,1.0,36.9,1,0.000571654134686,0.7018811294026671,A,CHRIS
OBA OBA,78974766603390,Forma Teflon para Bolo Fundo Móvel - 26cm 3390,1.0,36.9,1,0.000571654134686,0.7024527835373532,A,CHRIS
OBA OBA,78974766604344,Veda Porta Duplo em Tecido 90cm,1.0,36.0,1,0.0005577113509132,0.7030104948882664,A,CHRIS
OBA OBA,78974766603907,Kit c/3 Caneta Marca Texto Super Soft Gel Faber Castell,1.0,35.99,1,0.0005575564310935,0.70356805131936,A,CHRIS
OBA OBA,40536,Brinquedo Infantil Crec Crec Burguer Feliz,1.0,35.9,1,0.0005561621527162,0.7041242134720762,A,CHRIS
OBA OBA,47858,TOALHA BANHO PEROLA RETRO VERDE MAR,1.0,35.9,1,0.0005561621527162,0.7046803756247925,A,CHRIS
OBA OBA,49655,CAPA P/ ALMOFADA DELUXE CLEAN 28CM X 50CM ROSE,1.0,35.9,1,0.0005561621527162,0.7052365377775087,A,CHRIS
OBA OBA,51281,TOALHA BANHO PEROLA RETRO ROSE,1.0,35.9,1,0.0005561621527162,0.705792699930225,A,CHRIS
OBA OBA,78974766601080,Caixa Organizadora 20 Divisórias Porta Parafusos Pregos,1.0,35.9,1,0.0005561621527162,0.7063488620829412,A,CHRIS
OBA OBA,78974766604417,Garrafa térmica 500ml roma lisa sortidas Unitermi,1.0,35.9,1,0.0005561621527162,0.7069050242356575,A,CHRIS
OBA OBA,7946-AzulPerolado,BANHEIRA BABY 22L PLASTIBRASIL -Azul Perolado,1.0,35.9,1,0.0005561621527162,0.7074611863883737,A,CHRIS
OBA OBA,32847,"VARAO 1,5MT SIMPLES",2.0,35.8,2,0.0005546129545192,0.708015799342893,A,CHRIS
OBA OBA,34247,VASOURRA PLURI MAX  CABO,2.0,35.8,2,0.0005546129545192,0.7085704122974124,A,CHRIS
OBA OBA,49556,CADERNO 1/4 RABISCO GARFIELD 80F,2.0,35.8,2,0.0005546129545192,0.7091250252519317,A,CHRIS
OBA OBA,78974766602822,Prato Sobremesa 18 cm Donna Jardim de Cerejas OXFORD,2.0,35.8,1,0.0005546129545192,0.709679638206451,A,CHRIS
OBA OBA,36426,Pano De Copa Avulso Atoalhado Teka Gourmet Peixes Branco,3.0,35.7,2,0.0005530637563222,0.7102327019627732,A,CHRIS
OBA OBA,78974766603467,"PESO PANELA DE PRESSAO EIRILAR 4,5/7/10LT",3.0,35.7,3,0.0005530637563222,0.7107857657190955,A,CHRIS
OBA OBA,9959,COLA MAXI 500G,3.0,35.7,3,0.0005530637563222,0.7113388294754177,A,CHRIS
OBA OBA,5021,Caderno Desenho Capa Flexivel Com 48fls D+ Sortido ,4.0,35.6,2,0.0005515145581252,0.711890344033543,A,CHRIS
OBA OBA,50964,FITA CREPE 24X50 TN 568,4.0,35.6,4,0.0005515145581252,0.7124418585916683,A,CHRIS
OBA OBA,78974766602438,Peso para Panela de Pressão Clock Preto  02438,4.0,35.6,3,0.0005515145581252,0.7129933731497936,A,CHRIS
OBA OBA,78974766604216,Fita Isolante Anti-chama 18mm X 20m - Mf Tools,4.0,35.6,3,0.0005515145581252,0.7135448877079189,A,CHRIS
OBA OBA,78974766602048,PEGADOR POMEL PEQUENO,6.0,35.4,3,0.0005484161617313,0.7140933038696502,A,CHRIS
OBA OBA,3010-Preto-Colher Sopa,Talheres Sintonia Simonaggio-Preto-Colher Sopa,9.0,35.1,1,0.0005437685671403,0.7146370724367906,A,CHRIS
OBA OBA,78974766602372,Bateria de Litio 3V Elgin CR1616  Unidade,4.0,34.92,3,0.0005409800103858,0.7151780524471765,A,CHRIS
OBA OBA,43377,ESCORREDOR B4,1.0,34.9,1,0.0005406701707464,0.7157187226179229,A,CHRIS
OBA OBA,48219,LIXEIRA BASCULANTE 15 LITROS - PRETO Ref: 0257 PLASMONT,1.0,34.9,1,0.0005406701707464,0.7162593927886693,A,CHRIS
OBA OBA,49322,Vaso Aquário 21x16cm,1.0,34.9,1,0.0005406701707464,0.7168000629594158,A,CHRIS
OBA OBA,51313,TOALHA BANHO BARCELONA BEGE,1.0,34.9,1,0.0005406701707464,0.7173407331301622,A,CHRIS
OBA OBA,51338,CABO DADOS EL-3115 PD,1.0,34.9,1,0.0005406701707464,0.7178814033009087,A,CHRIS
OBA OBA,78974766602295,DISPENSER TRAVA MAIS CRISTAL PLASUTIL,1.0,34.9,1,0.0005406701707464,0.7184220734716551,A,CHRIS
OBA OBA,78974766602329,"Varão Cortina Aço 0,19x3,0m Simples Bege",1.0,34.9,1,0.0005406701707464,0.7189627436424015,A,CHRIS
OBA OBA,78974766602387,Organizador Multiuso Triangular Triplo Preto Plasnew,1.0,34.9,1,0.0005406701707464,0.719503413813148,A,CHRIS
OBA OBA,78974766603204,PANQUEQUEIRA AA 22 BRAZMANN,1.0,34.9,1,0.0005406701707464,0.7200440839838944,A,CHRIS
OBA OBA,78974766603601,POTE DE VIDRO HERMÉTICO 1500 ML CATUAI,1.0,34.9,1,0.0005406701707464,0.7205847541546408,A,CHRIS
OBA OBA,9766,COCA COLA 200ML,12.0,34.8,6,0.0005391209725494,0.7211238751271903,A,CHRIS
OBA OBA,24864,Pasta Elástico Ofício 30 mm Cristal - Polibras,5.0,34.5,1,0.0005344733779585,0.7216583485051489,A,CHRIS
OBA OBA,29206,RODINHA COM  PINO  42 BAURU 5430,5.0,34.5,2,0.0005344733779585,0.7221928218831074,A,CHRIS
OBA OBA,48962,Pano De Prato Atacado Vies Estampado Variadas 69X45,5.0,34.5,3,0.0005344733779585,0.7227272952610659,A,CHRIS
OBA OBA,50821,SIFAO CRYSTALINA 70 CM,5.0,34.5,5,0.0005344733779585,0.7232617686390245,A,CHRIS
OBA OBA,78974766602778,Ramekin M - 125ml,5.0,34.5,2,0.0005344733779585,0.723796242016983,A,CHRIS
OBA OBA,78974766604014,"Plastico termovip light 1,40 Cafe expresso 6434A",2.16,34.34,2,0.0005319946608433,0.7243282366778263,A,CHRIS
OBA OBA,2795,Bateria de Litio 3V Elgin CR 2032 Unidade,7.0,34.300000000000004,4,0.0005313749815645,0.7248596116593908,A,CHRIS
OBA OBA,47727,PLASTICO TERMICO TIPOGRAFIA CAFE MARROM/BEGE 923018,2.3,34.27,1,0.0005309102221054,0.7253905218814963,A,CHRIS
OBA OBA,7896877428107,Boia para Filtro de Água Stéfani Branco,2.0,34.04,2,0.0005273470662523,0.7259178689477487,A,CHRIS
OBA OBA,51282,TOALHA BANHO CHARME PLUS PETROLEO,1.0,33.9,1,0.0005251781887766,0.7264430471365253,A,CHRIS
OBA OBA,15513,FORMA TUBO N20 LAREDU,2.0,33.8,1,0.0005236289905796,0.726966676127105,A,CHRIS
OBA OBA,17997,"Jarra de plastico 3,7 litros redonda com tampa color",2.0,33.8,2,0.0005236289905796,0.7274903051176846,A,CHRIS
OBA OBA,31922,TINTA TECIDO FOSCA 37ML 520 PRETO UN ACRILEX,4.0,33.8,3,0.0005236289905796,0.7280139341082643,A,CHRIS
OBA OBA,42321,Marcador Quadro Branco Vermelho Faber Castell,4.0,33.8,4,0.0005236289905796,0.728537563098844,A,CHRIS
OBA OBA,78974766601910,MEIA CURTA FEMININA GRIFFOS 35-39,6.0,33.400000000000006,2,0.0005174321977917,0.7290549952966356,A,CHRIS
OBA OBA,49314,Luvas de Latex Tamanho G Sanro,3.0,33.12,3,0.0005130944428401,0.7295680897394758,A,CHRIS
OBA OBA,34723,GARRAFA TERMICA USE 1L BEGE MOR,1.0,32.9,1,0.0005096862068068,0.7300777759462826,A,CHRIS
OBA OBA,78974766602407,"Varão Cortina Aço 0,19x2,0m Simples Cromado",1.0,32.9,1,0.0005096862068068,0.7305874621530895,A,CHRIS
OBA OBA,78974766603365,"PANELA N16 PRETO CRAQ. 1,28 LTS LAREDU",1.0,32.9,1,0.0005096862068068,0.7310971483598963,A,CHRIS
OBA OBA,21090,MANGUEIRA DE GAS ALTA PRESSAO,3.0,32.7,1,0.0005065878104128,0.731603736170309,A,CHRIS
OBA OBA,78974766602269,ESCOVA SANITARIA RATTAN C/ SUPORTE 33CM CATUAI,3.0,32.7,3,0.0005065878104128,0.7321103239807218,A,CHRIS
OBA OBA,78974766604398,CJ. 2G POTES RETANGULAR - TRANSPARENTE Ref: 0541 PLASMONT,3.0,32.7,2,0.0005065878104128,0.7326169117911346,A,CHRIS
OBA OBA,78974766603589,Kit Pia com 3 Peças R.A.E. Plasticos,2.0,32.45,2,0.0005027148149203,0.733119626606055,A,CHRIS
OBA OBA,7897013534201,Pilha Alcalina AAA - Palito ELGIN C2PCS,4.0,32.25,4,0.0004996164185264,0.7336192430245815,A,CHRIS
OBA OBA,78974766604332,Kit Limpeza Vassoura + Pá Coletora Cores Sortidas Sm Lar,1.0,32.0,1,0.0004957434230339,0.7341149864476154,A,CHRIS
OBA OBA,41401,Lápis de Cor Capricho Tons Especiais 10 Cores Tris,1.0,31.99,1,0.0004955885032142,0.7346105749508297,A,CHRIS
OBA OBA,78974766604321,Prato Raso Biona Donna 26cm Chá Das 5 Cerâmica Oxford,1.0,31.99,1,0.0004955885032142,0.735106163454044,A,CHRIS
OBA OBA,31898,TINTA TECIDO FOSCA 37ML 501 - AZUL TURQUESA - UN - ACRILEX,2.0,31.98,2,0.0004954335833945,0.7356015970374385,A,CHRIS
OBA OBA,0620,Kit Lanchinho - Nig,1.0,31.9,1,0.0004941942248369,0.7360957912622755,A,CHRIS
OBA OBA,78974766602694,QUEIMADOR BOSCH GRANDE 2694,1.0,31.9,1,0.0004941942248369,0.7365899854871125,A,CHRIS
OBA OBA,41817,CONCHA 9 ERCA ALUMINIO,2.0,31.8,1,0.00049264502664,0.7370826305137526,A,CHRIS
OBA OBA,43122,Queijeira com Tampa Santana,2.0,31.8,2,0.00049264502664,0.7375752755403926,A,CHRIS
OBA OBA,43611,BALDE PRETO 12 LITROS Ref: 0382 PLASMONT,2.0,31.8,2,0.00049264502664,0.7380679205670326,A,CHRIS
OBA OBA,750,ANTENA /TV,2.0,31.8,2,0.00049264502664,0.7385605655936727,A,CHRIS
OBA OBA,78974766602461,RATOEIRA GRANDE CATUAI,2.0,31.8,2,0.00049264502664,0.7390532106203127,A,CHRIS
OBA OBA,78974766602467,BATEDOR 30CM CATUAI,2.0,31.8,2,0.00049264502664,0.7395458556469527,A,CHRIS
OBA OBA,78974766602936,Rodizio Giratório Roda de Gel COM TRAVA 5447 BAURU,2.0,31.8,1,0.00049264502664,0.7400385006735928,A,CHRIS
OBA OBA,78974766603248,ORGANIZADOR EM VIDRO MULTIUSO 450 ML GIRE E TRAVA TAMPA VERMELHA PRETA E CINZA ,2.0,31.8,1,0.00049264502664,0.7405311457002328,A,CHRIS
OBA OBA,78974766603593,DISPENSER PORTA DETERGENTE / ESPONJA RATTAN 500ML,2.0,31.8,1,0.00049264502664,0.7410237907268729,A,CHRIS
OBA OBA,78974766603843,PLASTICO DUPLA FACE 1 40X30M GIRASSOIS 923132,2.0,31.8,1,0.00049264502664,0.7415164357535129,A,CHRIS
OBA OBA,78974766604522,Rodizio Giratório Roda de Gel COM TRAVA  2 cod 5442 BAURU,2.0,31.8,1,0.00049264502664,0.7420090807801529,A,CHRIS
OBA OBA,8424,CARRINHO POLIPLAC   3968,2.0,31.8,2,0.00049264502664,0.742501725806793,A,CHRIS
OBA OBA,46418,CABIDE SAIA PRETO C/ 2 PLASTIBRASIL,4.0,31.6,1,0.000489546630246,0.742991272437039,A,CHRIS
OBA OBA,50958,CANETA DIVERSOS,4.0,31.6,4,0.000489546630246,0.743480819067285,A,CHRIS
OBA OBA,78974766602474,PULVERIZADOR GIRAFINHA TEXTURIZADO 375ML,4.0,31.6,4,0.000489546630246,0.743970365697531,A,CHRIS
OBA OBA,34388,pano de prato bainha bresser riscado 67x40,8.0,31.2,4,0.0004833498374581,0.7444537155349892,A,CHRIS
OBA OBA,78974766602914,Ponteira Pé Cadeira Externa Pvc Branca 2'' 5880,8.0,31.2,1,0.0004833498374581,0.7449370653724473,A,CHRIS
OBA OBA,78974766603739,pino de panela de pressão,8.0,31.2,5,0.0004833498374581,0.7454204152099054,A,CHRIS
OBA OBA,9822,COLA BASTAO 40G LEO E LEO,8.0,31.2,5,0.0004833498374581,0.7459037650473636,A,CHRIS
OBA OBA,45548,Plástico Adesivo Leotack Preto Fosco METRO,4.5,31.05,2,0.0004810260401626,0.7463847910875262,A,CHRIS
OBA OBA,7224,"Caneca Antiga Chá E Café Esmaltada Ferro Ágata 70ml Ewel 4,5 Cor Marrom",2.0,31.04,2,0.0004808711203429,0.7468656622078692,A,CHRIS
OBA OBA,49227,"Prato Fundo 21,5 Cm Donna Lola OXFORD",1.0,31.03,1,0.0004807162005232,0.7473463784083925,A,CHRIS
OBA OBA,25813,Pilha Rayovac As Amarelinhas Aaa Palito c/4,3.0,30.700000000000003,3,0.0004756038464732,0.7478219822548657,A,CHRIS
OBA OBA,4866120-preto,Cartolina Dupla Face Color Set -preto,16.0,30.4,4,0.0004709562518822,0.748292938506748,A,CHRIS
OBA OBA,78974766602821,"Prato Fundo 21,5 cm Donna Jardim de Cerejas",1.0,30.25,1,0.0004686324545868,0.7487615709613349,A,CHRIS
OBA OBA,50379,Fita Adesiva 12mm X 25m Transparente Pequena Tn565 - 1 Und,20.0,30.0,6,0.0004647594590943,0.7492263304204292,A,CHRIS
OBA OBA,EVA1237-branco,EVA LISO BRANCO,12.0,30.0,5,0.0004647594590943,0.7496910898795235,A,CHRIS
OBA OBA,21460,Marinex Facilita Vap C/ Tampa 1L,1.0,29.9,1,0.0004632102608973,0.7501543001404208,A,CHRIS
OBA OBA,34669,"Cortina para Box Polietileno Colorida 1,35x2,00m Plast Léo",1.0,29.9,1,0.0004632102608973,0.7506175104013182,A,CHRIS
OBA OBA,40107,Lixeira Metal Preta 10 Litros Telado 508 TN,1.0,29.9,1,0.0004632102608973,0.7510807206622155,A,CHRIS
OBA OBA,40757,Cabide de Parede com 4 Ganchos Fixa Fácil - Primafer,1.0,29.9,1,0.0004632102608973,0.7515439309231129,A,CHRIS
OBA OBA,43136,Lixeira com tampa marble - 6 litros Santana,1.0,29.9,1,0.0004632102608973,0.7520071411840102,A,CHRIS
OBA OBA,43142,Lixeira Pedal Preta Multiuso Quadrada Banheiro Escritorio Cozinha 14 Litros Plásticos Santana Preto,1.0,29.9,1,0.0004632102608973,0.7524703514449076,A,CHRIS
OBA OBA,48182,Tábua Premium Plastibrasil,1.0,29.9,1,0.0004632102608973,0.7529335617058049,A,CHRIS
OBA OBA,48772,LUVA ADULTO,1.0,29.9,1,0.0004632102608973,0.7533967719667023,A,CHRIS
OBA OBA,49015,CAIXA ORGANIZADORA 9L ROSA,1.0,29.9,1,0.0004632102608973,0.7538599822275996,A,CHRIS
OBA OBA,50814,LIXEIRA COM TAMPA | PRETA – 30 LITROS,1.0,29.9,1,0.0004632102608973,0.754323192488497,A,CHRIS
OBA OBA,78974766602455,Espalhador Esmaltec Clarice/jade GRANDE 2455,1.0,29.9,1,0.0004632102608973,0.7547864027493943,A,CHRIS
OBA OBA,78974766602844,Jogo de Copos com 4 Pcs Fiore 315ml Nadir ,1.0,29.9,1,0.0004632102608973,0.7552496130102917,A,CHRIS
OBA OBA,78974766603380,BULE N10 PRETO CRAQUEADO LAREDU,1.0,29.9,1,0.0004632102608973,0.755712823271189,A,CHRIS
OBA OBA,78974766603969,Kit Garfo e Faca Para Churrasco Aço Inox Fenima,1.0,29.9,1,0.0004632102608973,0.7561760335320864,A,CHRIS
OBA OBA,78974766603970,Garrafa Infantil Decorada C/Alça 600 ml Fenima,1.0,29.9,1,0.0004632102608973,0.7566392437929838,A,CHRIS
OBA OBA,78974766603971,Garrafa Infantil Decorada Plástica 500 ml Fenima,1.0,29.9,1,0.0004632102608973,0.7571024540538811,A,CHRIS
OBA OBA,78974766604098,Tapete para Box Catuai ,1.0,29.9,1,0.0004632102608973,0.7575656643147785,A,CHRIS
OBA OBA,78974766604195,GUARDA-CHUVA AUTO RISOVIT CABO CURVO/MEDIO PRETO F2250FP,1.0,29.9,1,0.0004632102608973,0.7580288745756758,A,CHRIS
OBA OBA,78974766604375,Bacia Premium – 17 Litros Plastibrasil Preto,1.0,29.9,1,0.0004632102608973,0.7584920848365732,A,CHRIS
OBA OBA,78974766604422,CUTELO N 6 PROFISSIONAL CATUAI,1.0,29.9,1,0.0004632102608973,0.7589552950974705,A,CHRIS
OBA OBA,78974766604520,Torneira Bancada Preta Hidrotec,1.0,29.9,1,0.0004632102608973,0.7594185053583679,A,CHRIS
OBA OBA,7898994936923,Torneira Bancada Crystalina ,1.0,29.9,1,0.0004632102608973,0.7598817156192652,A,CHRIS
OBA OBA,8551, Mor - Pegador De Silicone 29X15X2Cm Vermelho,1.0,29.9,1,0.0004632102608973,0.7603449258801626,A,CHRIS
OBA OBA,25640,Peso Porta Galinha Sortida Artesanal,2.0,29.89,2,0.0004630553410776,0.7608079812212403,A,CHRIS
OBA OBA,325995,Caderno Azul Caligrafia 190mm x 248mm Credeal 40Fls,2.0,29.89,2,0.0004630553410776,0.761271036562318,A,CHRIS
OBA OBA,78974766603261,Apontador Com Depósito + Borracha Mix Pastel FABER-CASTELL,2.0,29.89,2,0.0004630553410776,0.7617340919033957,A,CHRIS
OBA OBA,12655,ESCOVA BETTANIN NOVIÇA LONGO ALCANCE,2.0,29.8,2,0.0004616610627003,0.7621957529660961,A,CHRIS
OBA OBA,48814,MARCADOR PARA QUADRO BRANCO SLIM JOCAR OFFICE,6.0,29.8,5,0.0004616610627003,0.7626574140287965,A,CHRIS
OBA OBA,49088,Ralo Para Pia Telinha Em Inox 9 Cm Catuai,3.0,29.700000000000003,3,0.0004601118645034,0.7631175258933,A,CHRIS
OBA OBA,78974766601030,Vaso Redondo G 9 Litros – Preto PLASMONT 0324,3.0,29.700000000000003,2,0.0004601118645034,0.7635776377578034,A,CHRIS
OBA OBA,78974766601300,Giz Escolar Colorido Plastificado 30 Caixas com 50 Unidades,3.0,29.700000000000003,3,0.0004601118645034,0.7640377496223069,A,CHRIS
OBA OBA,78974766603630,PRANCHETA DURATEX CAVIA,3.0,29.700000000000003,2,0.0004601118645034,0.7644978614868103,A,CHRIS
OBA OBA,51439,Porta Retrato 10 x 15cm Pop Sortido Moltam SORTIDO,3.0,29.7,1,0.0004601118645034,0.7649579733513138,A,CHRIS
OBA OBA,GP135,PEGADOR UNIVERSAL 21CM GP INOX,3.0,29.7,1,0.0004601118645034,0.7654180852158172,A,CHRIS
OBA OBA,37935,Pano De Chão Xadrez Alvejado Grande Limpeza Duplo 65X45,5.0,29.5,2,0.0004570134681094,0.7658750986839267,A,CHRIS
OBA OBA,48272,Massinha De Modelar 12 Cores 180g Fofinha Leoleo,5.0,29.5,4,0.0004570134681094,0.7663321121520361,A,CHRIS
