empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
OBA OBA,5066140-branco,CARTOLINA SIMPLES BRANCO,29.0,90.94999999999999,13
OBA OBA,12684,ESCOVA SANITARIA SANIT PLUS COM ESTOJO,7.0,90.3,6
OBA OBA,24374,Panela de Pressao Fechamento Interno Polida 2L Eirilar,1.0,89.9,1
OBA OBA,408,Bonecas Festa do Pijama - Baby’s Collection - Super Toys,1.0,89.9,1
OBA OBA,47721,CAIXA FERRAMENTA SACOLA CALESITA,1.0,89.9,1
OBA OBA,46961,LIXEIRA COM TAMPA PRETA 65 LITROS ARQPLAST,2.0,89.8,2
OBA OBA,78974766604308,Toalha de Banho Felpudo 070 x 135 PetuniaTeka,2.0,89.8,2
OBA OBA,35352,PLASTICO TERMICO DEKORAMA TURIM CAFE MARRON 60A,3.0,89.7,1
OBA OBA,3927,"BORRACHA NIGRO ETERNA NITRILICA 4,5L",3.0,89.7,1
OBA OBA,34363,"Saladeira Opaline 2,3l Grande Nadir",3.0,89.69999999999999,2
OBA OBA,78974766602399,BOLA DE FUTEBOL SORTIDA,3.0,89.69999999999999,2
OBA OBA,78974766604305,Toalha de Rosto Felpudo 045 x 075 Coração Rosa Teka,5.0,89.5,5
OBA OBA,365656,PULVERIZADOR GIRAFA C/BOMBA 600ML CATUAÍ,9.0,89.1,6
OBA OBA,78974766601380,"GRAMPEADOR METAL JOCAR PRETO P/25FLS. 11,5CM PT UNIDADE 93013 - LEONORA",5.0,87.88,5
OBA OBA,50783,POTE REDOND. HERM.,4.0,87.6,2
OBA OBA,1020,ARGILA BRANCA 1KG REVAL,8.0,87.2,3
OBA OBA,39233,AGENDA ESP SPOT M9,1.0,85.9,1
OBA OBA,50378,Fita Crepe 48mm X 50m Branca TN 569 ,5.0,84.5,5
OBA OBA,78974766602681,VEDA PORTA 70CM  BEM PRAT,7.0,83.30000000000001,6
OBA OBA,3329,BOLEIRA COM TAMPA E TRAVA PLÁSTICOS SANTANA,3.0,80.69999999999999,2
OBA OBA,38296,CALCULADORA CIENTÍFICA TN FX-82MS 240 funções,1.0,79.99,1
OBA OBA,78974766603360,"Ficha Pautada Nº2 4x6 100Fls F/ 15,2cm x 10,2cm FILIPERSON",4.0,79.96,4
OBA OBA,16724,GARRAFA TERMICA NOBILE  1.9L MOR,1.0,79.9,1
OBA OBA,4525,Sofazinho Poltrona Infantil Pequeno Estampas Sortidas,1.0,79.9,1
OBA OBA,46,RELOGIO  RELOBRAS,1.0,79.9,1
OBA OBA,47884,Doces da Princesa Confeitaria ZucaToys,1.0,79.9,1
OBA OBA,4903,CACAROLA REBATIDA N22 NICOPAN,1.0,79.9,1
OBA OBA,78974766602287,"CUSCUZEIRO EIRILAR  16  2,4 LITROS",1.0,79.9,1
OBA OBA,78974766604373,Organizador/Fruteira Premium 4 Andares Sortida Plastibrasil - chumbo,1.0,79.9,1
OBA OBA,43740,Balde Plástico com Alca de Ferro Arqplast 30 Litros,2.0,79.8,1
OBA OBA,43753,Bacia Canelada – 40 Litros Arqplast ,2.0,79.8,2
OBA OBA,6657,CAIXA ORGANIZADORA SANTANA 18L C/TAMPA 936,2.0,79.8,2
OBA OBA,78974766602935,Rodizio Giratório Roda de Gel COM TRAVA 6079 BAURU,2.0,79.8,1
OBA OBA,78974766602991,CAMA PET,2.0,79.8,2
OBA OBA,78974766604339,TAPETE MAGICO ANTIDERRAPANTE P/ BANHEIRO CATUAI,4.0,79.6,2
OBA OBA,78974766604353,GUARDA-CHUVA MANUAL RISOVIT PRETO F3950,4.0,79.6,3
OBA OBA,51311,TOALHA BANHO VILLAGE MARINHO,2.0,77.8,1
OBA OBA,22194,Mini-Varal Redondo 16 Prendedores Sortido Mor,3.0,77.69999999999999,2
OBA OBA,48390,CALCULADORA TN 519 BRANCA,3.0,77.69999999999999,3
OBA OBA,13042,Espeto Duplo para Churrasco em Aço Cromado 65 cm Mor,4.0,76.0,2
OBA OBA,44099,Quebra-cabeça 1500 peças Panorama Castellammare del Golfo - Grow ,1.0,75.9,1
OBA OBA,mk50,Bolsinha Ateliê - Polibrinq,1.0,74.9,1
OBA OBA,2392,BARBANTE CRU N6 CIANORTE,3.0,74.69999999999999,2
OBA OBA,78974766602294,JARRA ELEGANCE 2 LITROS PLASUTIL,3.0,74.69999999999999,3
OBA OBA,78974766603974,Processador de Alimentos Mini 3 Laminas Aço Inoxidável 500 ml Manual fenima COR SORTIDA,3.0,74.69999999999999,3
OBA OBA,RJU5396, Mini Processador Manual de Alimentos - Triturador de 3 Lâminas 500ml - CATUAI,3.0,74.69999999999999,3
OBA OBA,78974766603597,Caixa Organizadora Rattan Preto N°1 Plasnew,4.0,74.50999999999999,4
OBA OBA,1923,"Balde Reforçado Redondo C/ Alça Pegador Grande 13,8l Cor Preto",5.0,74.5,4
OBA OBA,6105,Caderno Universitário Pepper Tilibra - 20M 320F ,2.0,73.8,2
OBA OBA,78974766601100,LIXEIRA QUAD. PEDAL 15 LITROS - BLACK STEEL PLASMONT,2.0,73.8,2
OBA OBA,49269,Pegador de Silicone 28cm C/ Cabo Inox P/ Alimentos Elite,4.0,73.78,3
OBA OBA,37933,Pano De Prato Pé De Galinha Estampas Sortidas  69x41 cm,15.0,73.5,8
OBA OBA,78974766602155,CANETA BIC CRISTAL AZUL,60.0,72.0,19
OBA OBA,45697,Acendedor Bic Multi Handy Recarregavel,3.0,71.69999999999999,3
OBA OBA,25332,PE DE ARMARIO SEM REGULAGEM 140 CINZA BAURU 5322,8.0,71.2,1
OBA OBA,46534,Xícara Café Opaline 90Ml S/ Pires Duralex,8.0,71.2,1
OBA OBA,78974766602923,PE P/ RACK C/ PONTA CROMADO BAURU 7039,8.0,71.2,1
OBA OBA,78974766604497,Puxador San Franc. II 224 Aluf cod 5478,9.0,71.10000000000001,2
OBA OBA,78974766602884,Puxador Plástico Tivola 128 mm 8125,12.0,70.8,1
OBA OBA,43203,Pote Organizador De Plástico Gire E Trave P C/Tampa Bordo 155ml Plasútil,18.0,70.2,1
OBA OBA,78974766602529,Capa P/ Máquina de Lavar Roupas - C/ Zíper - 12Kg a 18Kg - Cinza - Adomes,1.0,69.99,1
OBA OBA,0411,ESCORREDOR UTILINE ALTO prata,1.0,69.9,1
OBA OBA,38098,QUEIMADOR IND CURTO C 8 FUROS,1.0,69.9,1
OBA OBA,40855,CANECA TERMICA STANLEY,1.0,69.9,1
OBA OBA,4252,"Varão Cortina Aço 0,28x3,0m Simples Cromado",1.0,69.9,1
OBA OBA,48375,Escorredor De Louça Pratos Talheres Inox Cozinha Preto ,1.0,69.9,1
OBA OBA,78974766602256,"MANTA PARA SOFA 2,10 M X 1,40M CINZA ADOMES",1.0,69.9,1
OBA OBA,78974766603354,"PANELA DE PRESSÃO 4,5L POLIDA Mr. Cook",1.0,69.9,1
OBA OBA,78974766603482,Mochila Feminina Fashion Sortida 3482,1.0,69.9,1
OBA OBA,78974766604270,Espelho com Moldura 2mm Prata Moltam 30x40cm ,1.0,69.9,1
OBA OBA,252,"Varão Cortina Aço 0,19x3,0m Simples Branco ",2.0,69.8,2
OBA OBA,78974766602937,Rodizio Giratório BASE Roda de Gel 3M 6080,2.0,69.8,1
OBA OBA,78974766603246,"Processador M D Alimentos,Portátil 5Lâmina VEMAX COR SORTIDA",2.0,69.8,1
OBA OBA,30501,SUPORTE C/ ROLO LÃ 23 CM,30.0,69.0,1
OBA OBA,35639,"Jarra Zumba SM 1,2L com tampa colorida ",3.0,68.69999999999999,2
OBA OBA,78974766602409,"Varão Cortina Aço 0,19x2,0m Simples Imbuia",3.0,68.69999999999999,3
OBA OBA,36128,Fita Corretiva 6mx5mm JocarOffice,9.0,68.3,7
OBA OBA,78974766603764,VEDA PORTA DUPLO DE PANO 100CM SORTIDO,3.0,67.98,2
OBA OBA,48885,Pá de Lixo Longa Fort – Premium PLASTIBRASIL,4.0,67.6,4
OBA OBA,47354,Prato Raso 24 Cm Donna Lola,2.0,67.12,2
OBA OBA,CD01,Cortador Para Legumes Dupla Face,3.0,65.69999999999999,3
OBA OBA,41338,Lápis De Cor 12 Cores Tons Metalicos Mega Soft Color Tris,2.0,65.56,2
OBA OBA,78974766602351,Frigideira Alumínio Multiuso Antiaderente Eirilar,1.0,64.9,1
OBA OBA,832048,Lápis De Cor Color’Peps Star 48 Cores – Maped,1.0,64.9,1
OBA OBA,51436,CHAVEIRO DE CARROS,5.0,64.5,5
OBA OBA,78974766602912,Ponteira Pé Cadeira Externa Pvc Preta 1 1/2'' 5453,22.0,63.8,4
OBA OBA,78974766603043,AFIADOR DE FACAS FENIMA,4.0,63.6,4
OBA OBA,78974766604223,Soquete  Pendente Emborrachado E27 Com Rabicho Empalux,4.0,63.6,1
OBA OBA,78974766602433,peso panela de pressao mini fulgor preto e vermelho 02433,8.0,63.2,8
OBA OBA,29561,SACO DE PRESENTE  30X45CM COM LACO,25.0,62.5,6
OBA OBA,48914,Escolinha Divertida Primeiras Palavras Risque e Apague,2.0,60.99,2
OBA OBA,41231,Presepio Polires Vintage ,1.0,60.0,1
OBA OBA,48424,Caderno Cartografia E Desenho Magic 80Fls Tilibra 333072,2.0,59.98,2
OBA OBA,11337,COPO PARA LIQUIDIFICADOR MALLORY ADVANCE PRIME,1.0,59.9,1
OBA OBA,11394,Copo P/ Liquidificador Philco Multipro All In One Pr2,1.0,59.9,1
OBA OBA,20609,LIXEIRA C/T.BASC.60LT SANTANA,1.0,59.9,1
OBA OBA,50822,Torneira c/ Filtro Parede Coz. Branca Crystalina,1.0,59.9,1
OBA OBA,50859,QUADRO VERDE 80X100 SPM,1.0,59.9,1
OBA OBA,51062,COPO WALITA PROBLEND  6 800W RI 2134 2135 TRNSL. COD 9223,1.0,59.9,1
OBA OBA,78974766602346,COPO MONDIAL TURBO L850/900 COD 9342,1.0,59.9,1
OBA OBA,78974766602350,FRIGIDEIRA  24 EIRILAR,1.0,59.9,1
OBA OBA,78974766602359,COPO MONDIAL TURBO L850/900 COD 9426,1.0,59.9,1
OBA OBA,78974766602360,COPO MONDIAL ELETRONIC L 60 66 TRANSLUCIDO COD 9265,1.0,59.9,1
OBA OBA,78974766602362,Copo Philco Ph Touch 800w Plq 800 Plq 950 900w Cod 9197,1.0,59.9,1
OBA OBA,78974766602662,copo mondial l1000 l1100 turbo inox  l1200 w cristal cod 9301,1.0,59.9,1
OBA OBA,78974766603503,MOCHILA P/ COSTAS MASC.,1.0,59.9,1
OBA OBA,78974766603998,Cabo Panela Vancouver Parte Inferior Acompanha Parafuso cod 3998,1.0,59.9,1
OBA OBA,78974766604020,Copo Para Liquidificador Britânia Diamante 800 To Go Blq970 cod 9519,1.0,59.9,1
OBA OBA,78974766604334,CESTO TELADO TAMPA LABEL MADEIRA 49L,1.0,59.9,1
OBA OBA,367,"Ralador Inox 9"" com 6 Faces Catuai",2.0,59.8,2
OBA OBA,78974766603620,"Extensão Pp 2p+T 0,75mmx3m Preto jetcon",2.0,59.8,2
OBA OBA,78974766603976,balanca de cozinha fenima 10kg,2.0,59.8,2
OBA OBA,78974766604333,CESTO TELADO TAMPA LABEL MADEIRA 8L,2.0,59.8,2
OBA OBA,7896877440116,Vela para Filtro de Barro Stefani Dupla Ação com Carvão Ativado,3.0,59.699999999999996,2
OBA OBA,78974766604242,PANO DE MICROFIBRA GRANDE 58x78 COLOR,3.0,59.699999999999996,2
OBA OBA,78974766604311,Escumadeira Simonaggio Aruba Inox 33 Cm,3.0,59.699999999999996,3
OBA OBA,25407,Pegador Massa Inox Simonaggio,5.0,59.5,2
OBA OBA,78974766603161,Queimador Fogão Atlas Pequeno,6.0,59.400000000000006,2
OBA OBA,3140,Bloco Carta Pautado Linha Azul 50 Folhas São Domingos 3793,6.0,59.4,2
OBA OBA,78974766602541,"Garrafa  2,5L com Bico - Atacama - Soprano",1.0,59.37,1
OBA OBA,78974766602524,VEDA PORTA DUPLO DE PANO 90CM SORTIDO,3.0,59.22,3
OBA OBA,320000030-Faca Churrasco,Talheres CUCINA MIA Simonaggio cabo de madeira-Faca Churrasco,10.0,59.0,2
OBA OBA,3956,"borracha clock 2,5 4,5 NITRILICA ",10.0,59.0,8
OBA OBA,78974766602432,Valvula De Seguranca Selo Rochedao Para Panela De Pressao 2432,15.0,58.5,1
OBA OBA,78974766604225,Cadeado 30mm Pequeno Latão Maciço Haste De Aço Cr30 Papaiz,2.0,57.8,1
OBA OBA,48623,Tela para Pintura 15x15cm Souza,7.0,57.6,5
OBA OBA,47478,Garrafão Térmico Pro 5L Vermelho Velvet Invicta,1.0,56.9,1
OBA OBA,47135,Cola Adesivo Instantaneo 200 20g Tekbond,3.0,56.699999999999996,3
OBA OBA,78974766602186,TOALHA MESA ERMOVIP NOVA IORQUE GALINHA VERMELHO/CINZA 923018,3.8,56.620000000000005,2
OBA OBA,78974766602443,ESPALHADOR ATLAS LEVE GRANDE 2443,8.0,55.2,3
OBA OBA,46815,Big Prendex Premium PLASTIBRASIL,8.0,55.199999999999996,4
OBA OBA,036154/036161-Rosa, Toalha Fralda Estampada C/Capuz Teka 75cm x 90cm-Rosa,1.0,54.9,1
OBA OBA,78974766602238,Torneira Jardim Esfera Duas Una Metais ,1.0,54.9,1
OBA OBA,13912,ETIQUETA PARA PRECO GR-2,7.0,54.5,6
OBA OBA,78974766602140,BORRACHA FABER CASTELL,13.0,54.2,10
OBA OBA,45117,Plástico Adesivo Leotack Transparente METRO,11.0,53.900000000000006,2
OBA OBA,30289,QUEIMADOR BOSCH PEQUENO 30289,2.0,53.8,1
OBA OBA,49195,Extensão 02M Pl 3 Saidas Jetcon,3.0,53.699999999999996,3
OBA OBA,9624,CINZEIRO METAL DPG,9.0,53.47,3
OBA OBA,45685,MASSA BISCUIT 90G POLYCOL BRANCA,9.0,53.1,5
OBA OBA,78974766604365,Cabide Pop Adulto – Preto C/5 PlastiBrasil,9.0,53.1,3
OBA OBA,45600,PLASTICO ADESIVO,6.3,52.97,3
OBA OBA,78974766603745,Cabo Tipo-C Eletromex  1m Conexão Rápida Única 65w,4.0,52.949999999999996,2
OBA OBA,48192,BANHEIRA BABY 32 LITROS ROSA PEROLADO,1.0,52.9,1
OBA OBA,78974766604405,ESCORREDOR DE LOUÇAS PREMIUM Ref: 1078 PLASMONT,1.0,52.9,1
OBA OBA,7579,"Caneca Antiga Café E Chá Esmaltada Ferro Ágata 70ml Ewel 4,5 Cor Preto",3.0,52.36,2
OBA OBA,78974766602624,Caixa Clips Bacchi 3/0 Galvanizado C/450 Unidades,2.0,51.89,2
OBA OBA,78974766603827,Fouet Inox - MOR,2.0,51.89,2
OBA OBA,78974766600990,Vaso Redondo EG 26 Litros – Preto Plasmont,2.0,51.8,2
OBA OBA,38798,"Rodinhas para Moveis Rodizio Giratório SILICONE BAURU 1,5/8 5445",4.0,51.6,1
OBA OBA,509,Tesoura multiuso TN office,4.0,51.6,4
OBA OBA,49269,PEGADOR DE METAL PLASTICO 28CM elite,2.0,51.14,1
OBA OBA,46128,FITA KRAFT LARGA 36/10 ADELBRAS 1471,6.0,50.95,3
OBA OBA,78974766603842,Papel Crepom Comum Azul Royal VMP,8.0,50.88,4
OBA OBA,78974766603915,"KIT 3 Caneta Esferográfica My Tech 0,7mm Jocar Office Preta/Azul/Vermelha",3.0,49.95,2
OBA OBA,1153,"Assadeira Retangular  2,2 L Marinex",1.0,49.9,1
OBA OBA,16491,GARRAFA TERMICA 1L CONTINENTAL ALADDIN,1.0,49.9,1
OBA OBA,16594,Garrafa Térmica Plástica Amar de 1000ml PRETA SANREMO,1.0,49.9,1
OBA OBA,3252,"Varão Cortina Aço 0,19x3,0m Simples Cromado",1.0,49.9,1
OBA OBA,3846,BORR.PRES.SILICONE 12-15 20L,1.0,49.9,1
OBA OBA,3921,Borracha Panela De Pressão Fulgor 12/15/20 litros - Guamantec,1.0,49.9,1
OBA OBA,44667,REGULADO DE GAS DELTA,1.0,49.9,1
OBA OBA,51145,"Varão Cortina Aço 0,28x2m Simples Cromado",1.0,49.9,1
OBA OBA,51420,FORRO TERMICO MESA DE PASSAR MEDIO,1.0,49.9,1
OBA OBA,5887,Caderno Colegial Minnie Tilibra 10 Matérias 160 folhas Sortida,1.0,49.9,1
OBA OBA,78974766602391,"CESTO TELADO TRIANGULAR  PRETO PLASNEW 43,7L",1.0,49.9,1
OBA OBA,78974766603349,KIT UTENSILIOS COM CABO DE MADEIRA 07 PEÇAS CATUAI,1.0,49.9,1
OBA OBA,78974766603500,MOCHILA JUV FEM 17´ FUN PACKS C/BOLSO FURTA COR COLOR SORTIDO,1.0,49.9,1
OBA OBA,78974766603616,Umidificador De Ar E Aromatizador Ultrassônico Portátil,1.0,49.9,1
OBA OBA,78974766603742,Fones de Ouvido Bluetooth M10,1.0,49.9,1
OBA OBA,78974766603984,A Original Nigro Eterna 12-15-20 Liters External Closure Rubber,1.0,49.9,1
OBA OBA,2369,BARBANTE BEGE  CIANORTE N6 700M,2.0,49.8,2
OBA OBA,30559,Suporte de Vasos e Botijão de Gás 13Kg Amélia,2.0,49.8,2
OBA OBA,43123,Bandeja Serv Bem ( Preta ) Santana ref 77PT,2.0,49.8,2
OBA OBA,44054,Jogo de Bingo Infantil - Princesas Disney - Toyster,2.0,49.8,2
OBA OBA,49748,JARRA DE VIDRO COM TAMPA COLORS CATUAI SORTIDAS,2.0,49.8,2
OBA OBA,78974766603057,KIT C/ 3 PENEIRAS AÇO INOX FENIMA,2.0,49.8,2
OBA OBA,78974766604067,Bomboniere Vidro Com Tampa Catuaí,2.0,49.8,1
OBA OBA,78974766604384,LIXEIRA QUAD. PEDAL 7 LITROS - BLACK STEEL PLASMONT,2.0,49.8,2
OBA OBA,11659,"Cortina de Box Plast Leo 1,35x1,78m",5.0,49.5,4
OBA OBA,32700,Cabide Adulto Leve 12 e Pague 10 Injetcom,5.0,49.5,4
OBA OBA,36781,PRATO OPALINE PETALA RASO 25CM,5.0,49.5,1
OBA OBA,48970,TOALHA CRIATIVA TEKA,5.0,49.5,2
OBA OBA,50416,Desengripante e Anticorrosivo LUB Peg&Uze 250ml Etaniz,5.0,49.5,5
OBA OBA,78974766603344,Potes Trava Mais C/ Tampa Translúcido  Plasútil Ref 16024 Sortido,5.0,49.5,1
OBA OBA,29203,RODINHA COM  BASE 38 BAURU 5771,10.0,49.0,1
OBA OBA,38097,QUEIMADOR INDUSTRIAL CURTO,1.0,49.0,1
OBA OBA,38234,ADESIVO CARTELA,13.0,48.8,10
OBA OBA,46279,CANETA PILOT BP-1RT 1.0MM AZUL,6.0,48.510000000000005,4
OBA OBA,7896774086264,Tela para Pintura 20cm x 20cm Cortiarte,4.0,48.5,3
OBA OBA,8123,CAPA DE CHUVA BARBIE YANGZI M,1.0,47.97,1
OBA OBA,78974766602384,Pote Colmeia 1600 ML Viva Tampas de Cores Sortidas,2.0,47.84,2
OBA OBA,50385,"POTE RET FRESH 1,4L C/BANDEJA POTTER ",2.0,47.8,2
OBA OBA,78974766603041,PORTA AZEITE AÇO INOXIDAVEL E VIDRO Fenima,2.0,47.8,1
OBA OBA,78974766603042,KIT VIAGEM COM 5 PCS FENIMA,2.0,47.8,2
OBA OBA,78974766602434,PESO PANELA DE PRESSÃO ETERNA 02434,3.0,47.7,3
OBA OBA,25797,PILHA PANASONIC ALCALINA AAA,4.0,47.6,3
OBA OBA,CK4372,Acendedor de fogão - Clink,4.0,47.6,4
OBA OBA,78974766602318,PINCEL SORTIDO CORT ARTE  Unidade 2318,8.0,47.2,5
OBA OBA,7896644715775,Pasta Aba Elástica Ofício Lilas - 160211 - Polibras Transparente,16.0,46.4,2
OBA OBA,30770,TABUA DE VIDRO RED.R3384 MOR,1.0,45.9,1
OBA OBA,47317,CAIXA MULTIUSO PLASMONT,1.0,45.9,1
OBA OBA,47317,CAIXA MULTIÚSO 20 LITROS - TRANSPARENTE Ref: 0325 PLASMONT,1.0,45.9,1
OBA OBA,78974766602410,"Varão Cortina Aço 0,19x2,0m Simples Bege",2.0,45.8,1
OBA OBA,78974766603357,Bloco para Educação Artística Usapel 8 Cores A4 180G 32 Folhas.,2.0,45.8,2
OBA OBA,78974766604088,Porta Rolo Papel Toalha Linha Black 2467 - Arthi,2.0,45.8,2
OBA OBA,50529,Bolsa Feminina Tiracolo Chenson Carteira Porta Celular Cor Lilas,1.0,44.9,1
OBA OBA,78974766601010,LIXEIRA BASCULANTE 42 LITROS - PRETO,1.0,44.9,1
OBA OBA,78974766602254,"PROTETOR SLIP SOLTEIRO 88CM 1,88M X 30CM",1.0,44.9,1
OBA OBA,78974766603819,CAIXA TERMICA MOR Vermelho 6L,1.0,44.9,1
OBA OBA,78974766604304,Toalha de Banho Felpudo 070 x 135 Coração Rosa Teka,1.0,44.9,1
OBA OBA,50626,REFIL DE ESFREGAO MOP LIMPEZA CATUAI,3.0,44.7,2
OBA OBA,51368,Interruptor Simples + Tomada 2P+T 10A Mec-Tronic Milleniun,3.0,44.7,2
OBA OBA,78974766602037,escorredor louça premium plastibrasil,3.0,44.7,3
OBA OBA,78974766603252,Taça Diamond Cristal Vidro Taça De Vinho 340 Ml,3.0,44.7,2
OBA OBA,78974766603888,Kit 10 Canetas Faber-Castell Trilux 032 Coloridas Ponta 1.0mm,2.0,44.6,2
OBA OBA,49287,"TRINCHA 303 C/CERDAS BRANCAS 2"" ROMA",5.0,44.5,3
OBA OBA,78974766603010,LAPISEIRA PRO 0.7 JOCAR OFFICE,5.0,44.5,5
OBA OBA,5394,CADERNO 1/4 48FLS VERMELHO TILIBRA,9.0,44.1,1
OBA OBA,26373,PLUG  MACHO  UNIVERSAL TRAMONTINA,8.0,44.0,5
OBA OBA,78974766603268,Apontador com Depósito 2 Furos Azul Faber-Castell,2.0,43.98,2
OBA OBA,78974766603270,Apontador com Depósito 2 Furos verde Faber-Castell,2.0,43.98,2
OBA OBA,29622,SACO PICOTADO 5K GIOPACK 500U,1.0,43.9,1
OBA OBA,44559,VASO BARRO,1.0,43.9,1
OBA OBA,78974766604370,ORGANIZE GAVETA COM TAMPA PREMIUM,1.0,43.9,1
OBA OBA,31293,TELA PARA PINTURA 30X40CM SOUZA,2.0,43.8,2
OBA OBA,41189,LAPIS DE COR 48 CORES RESINA SEXTAVADO LEO,2.0,43.8,2
OBA OBA,46809,Organizador de Talheres C/ Tampa Premium – Sortido  PLASTIBRASIL,2.0,43.8,1
OBA OBA,47175,BUQUE LIRIO 34 CM BELA FLOR,2.0,43.8,2
OBA OBA,47795,TINTA PRETO BRILANTE ETANIZ,2.0,43.8,1
OBA OBA,7896877452102,Torneira para Filtro de Água Stéfani Clic Marrom,4.0,43.6,4
OBA OBA,78974766604396,CJ. 3M POTES RETANGULAR - TRANSPARENTE Ref: 0540 PLASMONT,4.0,43.6,2
OBA OBA,78974766602559,balanca de cozinha elite 10kg,1.0,43.55,1
OBA OBA,37027,Cola Polar Arte Compactor 90g,4.0,43.03,2
OBA OBA,78974766604209,CAIXA ORGANIZADORA COM TAMPA JUTA 15 LITROS JAGUAR,1.0,42.9,1
OBA OBA,78974766604230,Martelo Unha Cabeça 27mm Cabo Em Madeira,1.0,42.9,1
OBA OBA,984702,Kit Color'Peps Lápis de Cor + Canetinhas + Giz Cera - Maped,1.0,42.9,1
OBA OBA,78974766602502,Cadarço Achatado Marrom Cadarço & Cia,3.0,41.97,2
OBA OBA,60200,Papel kraft por metro,22.0,41.8,2
OBA OBA,48602,Caderno Quadriculado 7x7mm Lunix Tilibra,3.0,41.7,1
OBA OBA,78974766604327,Espátula De Silicone 28cm Lilás Sm Lar,3.0,41.7,3
OBA OBA,17131,Grampo Cobreado 26/6 Cx 5000 Jocar Office,6.0,41.400000000000006,6
OBA OBA,25030,PASTA ESCOLAR 30MM SOFT FUME,6.0,41.400000000000006,4
OBA OBA,28016,PRATO FUNDO VIDRO DIAMANTE DURALEX 22CM,6.0,41.400000000000006,2
OBA OBA,78974766602442,ESPALHADOR ATLAS LEVE PEQUENA 2442,6.0,41.400000000000006,2
OBA OBA,78974766602267,Luvas de Latex Tamanho M Sanro,5.0,40.71,4
OBA OBA,16812,COLA PANO ACRILEX 35G,4.0,40.0,2
OBA OBA,78974766601960,cartinha card game,4.0,40.0,3
OBA OBA,78974766602477,cartinha pokemon,4.0,40.0,4
OBA OBA,42324,Apontador com Borracha e Depósito Faber-Castell Mix Neon,2.0,39.98,2
OBA OBA,09003.1289.12,"Marmita Térmica 1,5L Sem Divisória Tekcor Preta - Soprano",1.0,39.9,1
OBA OBA,16548,GARRAFA TERMICA 0.5L CONTINENTAL ALADDIN,1.0,39.9,1
OBA OBA,2247,"Varão Cortina Aço 0,28x2,5m Simples Branco",1.0,39.9,1
OBA OBA,2247,"Varão Cortina Aço 0,28x2,5m Simples Branco ",1.0,39.9,1
OBA OBA,2645/2644/2639-Marrocos,Jogo de Copos SM Marrocos 6 Peças 350 ml-Nadir,1.0,39.9,1
OBA OBA,2645/2644/2639-Orla,Jogo de Copos com 6Pcs Orla 350ML Nadir,1.0,39.9,1
OBA OBA,29088,Regulador Para  Gas Pequeno Imargas GLP 1kg/h,1.0,39.9,1
OBA OBA,34902,"Lixeira Red. PLÁSTICA COM PEDAL SANREMO 13,5L",1.0,39.9,1
OBA OBA,3559/3565,Redutor de assento sanitário para crianças Pais e Filhos,1.0,39.9,1
OBA OBA,37159,caderno 160 folhas 10 materias,1.0,39.9,1
OBA OBA,3990,"Borracha Panela De Pressao Tramontina 4,5 AZUL",1.0,39.9,1
OBA OBA,40116,REGISTRADOR PREMIUM,1.0,39.9,1
OBA OBA,43040,CHINELO INFANTIL PLUSH,1.0,39.9,1
OBA OBA,43049,PANTUFA ADULTO,1.0,39.9,1
OBA OBA,43743,CESTO TELADO 60 LT ARQPLAST,1.0,39.9,1
OBA OBA,43753,Bacia Canelada – 40 Litros Arqplast,1.0,39.9,1
OBA OBA,44178,Pipoqueira Alumínio 2L Nicopan N20 ,1.0,39.9,1
OBA OBA,45637,CHINELO,1.0,39.9,1
OBA OBA,47852,TOALHA BANHO VILAGE,1.0,39.9,1
OBA OBA,49197,FILTRO DE LINHA  5 ENTRADA  2 METROS,1.0,39.9,1
OBA OBA,49752,BALEIRO MARACANA 16x17 cm,1.0,39.9,1
OBA OBA,50642,Calculadora Vighs V-1048-12 12 Digitos com Pilha,1.0,39.9,1
OBA OBA,78974766602075,JOGO DE XICARAS CASITA 4 PECAS 90ML CA18021,1.0,39.9,1
OBA OBA,78974766602428,Borracha Panela De Pressão Rochedo Elegance 6 Lts Silicone - Guamantec,1.0,39.9,1
OBA OBA,78974766603031,Conjunto Assador 3 Facas Preto - MOR,1.0,39.9,1
OBA OBA,78974766603255,Raquete Elétrica Mata Mosquito Recarregável,1.0,39.9,1
OBA OBA,78974766603377,Cuscuzeiro Craqueado N°16 LAREDU,1.0,39.9,1
OBA OBA,24662,Bloco Para Desenho Canson Cor Branco 140 G A4 20 Folhas,2.0,39.8,2
OBA OBA,50371,TAMPA VIDRO N22,2.0,39.8,2
OBA OBA,78974766602823,"Prato Fundo 21,5 Cm Donna Grano Azul Biona Oxford",2.0,39.8,1
OBA OBA,78974766603044,BOLSA MARMITA TERMICA  FENIMA,2.0,39.8,2
OBA OBA,78974766603066,MOEDOR DE PLASTICO E VIDRO FENIMA,2.0,39.8,2
OBA OBA,78974766603245,FORMA DE SILICONE  PARA AIR FRYER  VEMAX COR SORTIDA,2.0,39.8,1
OBA OBA,78974766603981,pulverizador de óleo azeite e vinagre 200 ml fenima  - Preto,2.0,39.8,2
OBA OBA,78974766604089,Escova Sanitária Cabo Inox /Rattan c/Suporte 51cm CATUAI,2.0,39.8,2
OBA OBA,11949,Desentupidor de Pia Sanfonado Dsr Un.,4.0,39.6,4
